,0,1,2
0,2616.580122588968,4017.967002006386,-4830.803551880018
1,452.9150429714823,-6699.935720322475,1028.242588694337
2,452.9150429714823,-6699.935720322475,1028.242588694337
3,-6724.26092901891,-1645.5797178390167,238.8757949339612
4,4167.307693877031,-2775.203363305988,4775.515508479995
5,6813.7263914289415,1166.1664650382122,411.12257913238193
6,-426.15113196925125,-4273.971603408958,5424.165213865235
7,2558.517046664788,-3303.4193622779103,5513.5497366664495
8,2959.0131988789276,4216.202788292866,-4634.271522185529
9,5519.188210014926,3240.840990538429,-2649.834855372279
10,2148.025865965396,-3715.7491974503323,5426.196681753127
11,6249.071157296048,-840.96991969652,2856.6379560442856
12,5794.674301286063,-1438.1073516635615,3501.1035070936596
13,-3329.9791885495556,-4142.346117856207,4433.191683910877
14,-634.2624007530254,4125.624709281281,-5531.171573621646
15,1763.643639095306,5045.850518967092,-4408.441103201614
16,-3707.090705013169,3049.0316049108437,-4997.479636307881
17,2636.091531004935,-3332.7642284163876,5460.17339461267
18,6706.221116004409,1261.80738021203,987.8860094944567
19,-6.589771205348779,4227.755803303045,-5488.202249211807
20,-2634.708537931673,3260.150370982024,-5519.325269505791
21,-3692.293586043549,3056.1412580851156,-5005.570112332271
22,4656.1770379753425,-2423.7138219338794,-4522.091371112595
23,229.6672985566778,4691.077402500876,-5094.766873611744
24,6144.205662598383,3055.6488739721053,925.0036207708596
25,3345.5885935031997,-2715.8112147695015,5412.722712516975
26,5547.158249776651,4093.9023683318073,-660.4438656499508
27,4977.26273395713,-1960.9954949663913,4337.599507856186
28,5765.120862547769,231.29109142126268,3820.4297384971806
29,-111.5170878801847,-4645.0440940075805,5127.5462333717805
30,6815.517929934183,597.8150898238371,799.8150961360817
31,5287.086420144325,3635.8922293297696,2597.6113239123283
32,4307.9380509965295,-997.6206365989851,5320.658940085756
33,3234.3106613677305,5953.2215191399555,-1436.6333644430892
34,-3201.56113702983,-5962.21194425987,1471.1058341736887
35,1643.6523645351594,5968.434211353348,-3110.266357928354
36,5304.548428626486,1906.248561131997,4015.286486230151
37,-4334.458758348598,-4852.678709226136,2368.48181329221
38,-6760.1265895157785,-1509.8330191985642,52.87420191340299
39,-6808.465692954998,-1234.8026894078332,-312.69468513987533
40,-6246.153813378707,-2578.7237838243786,-1526.9485737232503
41,-1232.9558398708305,4612.014148299821,-5021.777970026355
42,-5124.207611921855,-4245.708674128352,-1928.9300483604595
43,521.5944449717142,-5085.990411415607,4663.97049273099
44,-4761.70446670661,-4933.04091225781,-997.5009417579096
45,-5765.067784685379,-3832.324822612881,218.2852773301201
46,-1017.979095458623,4765.236043601762,-4926.479514704267
47,-933.693029395565,4221.136618981132,-5408.017384503954
48,-4314.447494383985,1831.0109542207601,-5103.223399250809
49,-4006.088653512553,1536.9688222783266,-5441.394814898235
50,-4971.41706731746,-4591.012268701708,-1483.7401826370265
51,1469.7507124555416,5928.5567189093745,-3267.6443640452676
52,-5640.485849795153,131.90229907904637,-3957.289379114684
53,-1138.7671784800198,4680.808531098946,-4981.852033863454
54,-5686.268391746552,-56.778923327239234,-3959.666402517481
55,-6327.064628632693,-1126.2716475341751,-2586.7375594329424
56,4991.280120865506,2464.5110451034284,4113.810705126006
57,5669.946596377542,1897.006211685911,3488.9498496326314
58,4376.925385708486,-3604.667784069559,-3984.5540184408433
59,-2846.602087144506,-3578.81878121982,-5206.936137667792
60,-5346.760875006703,3087.0803977332084,3128.419318520186
61,4555.807986137214,-3528.479393788862,-3849.911570513291
62,-6713.630875602019,1495.6575086496255,799.1479142537441
63,-4738.1325918588345,-2646.2237141967335,-4308.1026212398965
64,-426.3453307217383,4213.031112233458,5474.126035702068
65,-2993.9434794435333,-3530.401924696444,-5159.3641817360885
66,-999.7675731674185,4224.8204956492755,5385.938673323927
67,-272.17213547165244,4204.678865609221,5488.014071006381
68,-6839.0851067938265,76.67190856161353,-1092.573944380006
69,6490.953553500636,850.7258907505484,2255.7183077987142
70,-4098.017097563731,4072.411573670756,3785.77981168963
71,1898.164147386727,3863.085010827436,5416.708617483143
72,2854.720973031733,-4055.325459781363,-4840.777889641877
73,-6174.23066209226,591.9302011266617,-3087.218182160187
74,5455.523007604246,-4035.7746688670272,-1397.7662016345846
75,-5865.279226237998,3620.658704774548,656.098822479094
76,-698.1293834160696,4667.582982131655,5059.763025173952
77,4531.327019311483,1810.1202294253806,4906.944224867394
78,1790.1631728607933,-4855.347935466314,-4610.208614692332
79,-2967.4334013143894,-3063.8063968477145,-5452.551889928648
80,-6034.556208472591,3383.491771653284,265.2808844478043
81,-4126.985802292876,-2197.102091015011,-5114.319910345877
82,2305.1323605451203,3486.740601277185,5512.767890079678
83,5506.4135279865395,-3866.7852910242914,1500.9037064281324
84,3873.733142111582,-4760.774270419323,-3217.7994434572315
85,-6088.723064620145,3296.6494249985885,140.20782385930548
86,-2987.942077037521,5032.808570879741,3660.1904726152848
87,686.9965098367152,4632.223356468567,5051.366027853493
88,-542.4245743460257,-4310.282242178119,-5399.7755946561165
89,-6372.274017485181,2560.469263678158,-900.359696414358
90,1132.939887905735,4502.277461354,5129.856956105866
91,3997.714440980446,1664.8883306580594,5395.625313643835
92,220.833202963774,5051.270222376201,4722.479849533324
93,623.8195132234794,-5439.395109077982,-4249.359183479904
94,-5330.313624441062,1006.9333384759979,-4311.302507543497
95,-4726.732535315428,5061.34827288087,-94.84031981976905
96,-4312.430236917924,4638.545996879654,-2714.5502491489606
97,5579.228837872628,-3093.391638960179,2691.5350856688124
