,0,1,2
0,1677.988630158165,5127.015736465649,4329.5523311259
1,-5809.074407195135,-1902.8648233564365,-3237.2185590969852
2,5783.429643768179,920.0723298847082,-3704.956426559103
3,-489.03634733233287,-5933.359245945497,3595.6741483547753
4,-5403.4314232918105,-1313.8692421121038,4118.604180630027
5,-3782.1390287428762,3907.9057138955673,-4294.383132957153
6,-4217.202758761704,4514.35798634522,3123.0338318427416
7,-2157.935840790968,-5044.463524652781,-4175.950526983615
8,5203.446781406481,2170.966070076853,3999.2625008789855
9,1061.2449266662497,5793.919908579399,-3649.529004001546
10,4715.507623701737,-3190.0255276848707,3933.388464027918
11,3393.556817241317,-4720.923789156485,-3739.5597431755004
